Nom,Code,Type,Adresse 1,Adresse 2,Adresse 3,CP,Ville
RFE ROUEN FRET EXPRESS,6542,Client,692 BLD INDUSTRIEL,,,76580,LE TRAIT
TDN DEMENAGEMENTS,8936,Client,BLD INDUSTRIEL,,,76580,LE TRAIT
SANOFI WINTHROP INDUSTRIE,1376,Client,BOULEVARD INDUSTRIEL,,,76580,LE TRAIT
FLEXI FRANCE,253,Client,RUE JEAN-HURE,,,76580,LE TRAIT
GVG SPORT INDUSTRIE,3685,Client,Z.I.,,,76580,LE TRAIT
DF INDUSTRIE,6788,Client,ZONE INDUSTRIELLE,,,76580,LE TRAIT
LEGOIS,12528,Client,4 RUE SAINT NICOLAS,,,76590,LINTOT LES BOIS
FBL,7232,Client,PORT 3155,CHAUSSEE DE LA MOSELLE,,76600,LE HAVRE
RESTAURANTS DU COEUR,10362,Client,quai du Br�sil,HANGAR 42,,76600,LE HAVRE
LANA SAS,14159,Client,CASH AND CARRY,LE MONDE DES SAVEURS,190 RUE ARISTIDE BRIAND,76600,LE HAVRE
BRASSERIE L HAVRAIS BIERE,14368,Client,120 BF AMIRAL MOUCHEZ,LE VAISSEAU,,76600,LE HAVRE
DOCKS CAFE,5129,Client,HANGARS 36-37,PARC DES EXPOSITIONS,QUAI DE LA REUNION,76600,LE HAVRE
ESTENER,13426,Client,Route de la Br�que,Port n� 4270,Parc Bossi�re,76600,LE HAVRE
LES ENTREPOTS GODFROY,9676,Client,RTE DES MARAIS,PORT SUD - ENTREPOTS 1648,,76600,LE HAVRE
SIEMENS GAMESA RENEWABLE,14695,Client,131 AVENUE LUCIEN CORBEAU,PORTE 1 USINE,,76600,LE HAVRE
SIEMENS GAMESA RENEWABLE,14696,Client,231 AVENUE LUCIEN CORBEAU,PORTE 2 PORTUAIRE,,76600,LE HAVRE
SIEMENS GAMESA RENEWABLE,14697,Client,239 ROUTE DU MOLE CENTRALE,PORTE 3 ENTREE PRINCIPALE,,76600,LE HAVRE
TCSI - TRAILER & CONTAINER,9900,Client,CHAUSSEE DES GARES MARITIMES,QUAI DE GARONNE,,76600,LE HAVRE
SERVAUX SAFETY ET SHIP SERVICE,6217,Client,HANGAR 26,QUAI DE GUINEE,,76600,LE HAVRE
TRANSPORTS DUJEU,10974,Client,HANGAR 54,QUAI HERMANN DU PASQUIER,,76600,LE HAVRE
FRANCE LIANTS,10711,Client,PORT DU HAVRE,ROUTE DES GABIONS,1296-130,76600,LE HAVRE
CARRE DES DOCKS LHN,15764,Client,BAT PORTE 29,RUE AVIATEUR GUERIN,,76600,LE HAVRE
CMA SHIPS,15435,Client,QUAI DES AMERIQUES,TERMINAL NORD,,76600,LE HAVRE
CIM,309,Client,Bassin Th�ophile Ducrocq,Terre Plein Sud,Route de l Estuaire,76600,LE HAVRE
TOURRES ET CIE,1929,Client,111 RUE DE LA VALLEE,,,76600,LE HAVRE
PENET PLASTIQUES,14269,Client, 466 Boulevard jules Durand,,,76600,LE HAVRE
LR PLAST,11020,Client,1 RUE CLAUDE MONET,,,76600,LE HAVRE
TSN SIEGE,6635,Client,11 RUE DU PONT V,,,76600,LE HAVRE
CEGIB,11142,Client,12 RUE DU MONT JOLY,,,76600,LE HAVRE
LFC OVERSEAS,15789,Client,122 RUE DE LA PIQUE EN MARE,,,76600,LE HAVRE
ISS CHEZ SIEMENS,15307,Client,131 Avenue Lucien Corbeau,,,76600,LE HAVRE
OUEST ISOL AGENCE LE HAVRE,12076,Client,149 BLD DE L AMIRAL MOUCHEZ,,,76600,LE HAVRE
LECOUFLE,12067,Client,161 BD Amiral Mouchez,,,76600,LE HAVRE
NIORT FRERES DISTRIBUTION,7113,Client,167 BLD AMIRAL MOUCHEZ,,,76600,LE HAVRE
BMS,12842,Client,171-175 BOULEVARD DE GRAVILLE,,,76600,LE HAVRE
EA VAUBAN INDUSTRIE,168,Client,19 RUE JEAN DAUSSET,,,76600,LE HAVRE
DISTILLERIE DE LA SEINE,14818,Client,2 RUE BUFFON,,,76600,LE HAVRE
HELENE & CO,14689,Client,2 RUE DE BUFFON,,,76600,LE HAVRE
MACOR NEPTUN,5569,Client,2, RUE  BUFFON,,,76600,LE HAVRE
SEC LINDSAY,13226,Client,20 RUE LAMARTINE,,,76600,LE HAVRE
PAGANETTI THERMIQUE,14423,Client,21/23 RUE DES MAGASINS GENERAUX,,,76600,LE HAVRE
MONOPRIX EXPLOITATION,8655,Client,22 RUE CASIMIR PERIER,,,76600,LE HAVRE
PHARMACIE DE L ESPACE COTY,12905,Client,22 RUE CASIMIR PERIER,,,76600,LE HAVRE
SEAFRIGO LOGISTIQUE,8147,Client,22 RUE DE NEW YORK,,,76600,LE HAVRE
SIEMENS GAMESA RENEWABLE ENERG,14398,Client,239 Route du M�le,,,76600,LE HAVRE
SUEZ CHEZ SIEMENS GAMESA,14918,Client,239 ROUTE DU MOLE CENTRALE,,,76600,LE HAVRE
OGEC LPP ST VINCENT DE PAUL,5785,Client,25 RUE DUMONT D URVILLE,,,76600,LE HAVRE
SME,7829,Client,260 RUE ARISTIDE BRIAND,,,76600,LE HAVRE
LARIVIERE AGENCE LE HAVRE,8909,Client,261 BLD JULES DURAND,,,76600,LE HAVRE
SAVINO DEL BENE LOGISTICS FR,12103,Client,27 quai Casimir Delavigne,,,76600,LE HAVRE
MPI,939,Client,273 BOULEVARD JULES DURAND,,,76600,LE HAVRE
SEREP,1033,Client,3 QUAI DES ARACHIDES,,,76600,LE HAVRE
APROLIS,215,Client,3 RUE DE VIVIANI,,,76600,LE HAVRE
LOXAM,11294,Client,30 RUE DE MULHOUSE,,,76600,LE HAVRE
LA CHEMINEE,7619,Client,30 RUE EDOUARD HERRIOT,,,76600,LE HAVRE
LIGUE HAVRAISE,10747,Client,33 RUE GABRIEL MONMERT,,,76600,LE HAVRE
REXEL FRANCE,16049,Client,37 RUE MARCEL TOULOUZAN,,,76600,LE HAVRE
DISNOR,5552,Client,385, RUE IRENE J. CURIE,,,76600,LE HAVRE
GEXPA,800,Client,411 RUE DES CHANTIERS,,,76600,LE HAVRE
MORY DUCROS,5524,Client,45 BIS , BLD DE GRAVILLE,,,76600,LE HAVRE
COULEURS DE TOLLENS AGORA,7806,Client,49 rue de fleurus,,,76600,LE HAVRE
DEMENAGEMENT GRENIER,11672,Client,52 RUE DU CAPUCHET,,,76600,LE HAVRE
SORIM,2087,Client,549, BIS BLD JULES DURAND,,,76600,LE HAVRE
TRANSDEV NORMANDIE INTERURBAIN,14824,Client,554 BOULEVARD JULES DURAND,,,76600,LE HAVRE
VEHI GLACE,6646,Client,56,RUE LESUEUR,,,76600,LE HAVRE
LOXAM POWER,6108,Client,576 BLD JULES DURAND,,,76600,LE HAVRE
LOXAM,11999,Client,576 BLD JULES DURAND,,,76600,LE HAVRE
SEAFRIGO LOGISTIQUE,8868,Client,58 RUE DU GENERAL CHANZY,,,76600,LE HAVRE
ENTREPOTS ET TRANSPORTS BARBE,14164,Client,58 RUE DU GENERAL CHANZY,,,76600,LE HAVRE
FIRST AIRFRIGO,11012,Client,58 RUE DU GENERAL CHANZY,,,76600,LE HAVRE
CEMAT,7223,Client,591-597 BLD JULES DURAND,,,76600,LE HAVRE
HOME LOCATION SERVICE,860,Client,605 BOULEVARD JULES DURAND,,,76600,LE HAVRE
TRANSFRET M.E.,13090,Client,612 Bld Jules Durand,,,76600,LE HAVRE
UNIFER ENVIRONNEMENT,13275,Client,616 BD JULES DURAND,,,76600,LE HAVRE
MAGI,11706,Client,68 BD JULES DURAND,,,76600,LE HAVRE
JCH MARITIME,15224,Client,68 BD JULES DURAND,,,76600,LE HAVRE
ATELIER PICKING,9258,Client,68 BLD JULES DURAND,,,76600,LE HAVRE
DC PLASTIQUES,7256,Client,75 RUE G NICOLLE,,,76600,LE HAVRE
LIGUE HAVRAISE,3795,Client,75-79 RUE EMILE ZOLA,,,76600,LE HAVRE
FRAZZI AGENCE DU HAVRE,10299,Client,77 RUE GUSTAVE NICOLLE,,,76600,LE HAVRE
START AINER,11914,Client,80 RUE DU GENERAL HOCHE,,,76600,LE HAVRE
CEDEO,5369,Client,84, RUE MARCEAU,,,76600,LE HAVRE
ESPACE AUBADE MAILLARD,15325,Client,94 RUE DENFERT ROCHEREAU,,,76600,LE HAVRE
SD LOG,14103,Client,CHAUSSEE DE LA MOSELLE,,,76600,LE HAVRE
PAPER STOCK,12062,Client,Chauss�e de la Moselle,,,76600,LE HAVRE
SYNDICAT GENERAL DES DOCKERS,15971,Client,JALON 3697 RUE DES CHARGEURS REUNIS,,,76600,LE HAVRE
U EXPRESS,13483,Client,Place des halles Centrales,,,76600,LE HAVRE
T3G,15962,Client,PORT 3111 Quai du Rhin,,,76600,LE HAVRE
IPODEC,8440,Client,QUAI DU RHIN,,,76600,LE HAVRE
COMIT� INTER-ENTREPRISES DES OUVRIERS DOCKERS DU HAVRE,15945,Client,RUE DES CHARGEURS REUNIS,,,76600,LE HAVRE
SIEMENS ENERGY INDUSTRIAL TURBOMACHINERY LE HAVRE SAS,357,Client,91 QUAI COLBERT,,,76600,LE HAVRE
SECOURS POPULAIRE FRANCAIS,11422,Client,10 ALLEE GEORGES POLITZER,,,76610,LE HAVRE
LYCEE ROBERT SCHUMAN,8643,Client,51 AV DU 8 MAI 1945,,,76610,LE HAVRE
LE HAVRE CHRONO,12832,Client,337 AVENUE DU BOIS AU COQ,PARC D ACTIVITE NOTRE DAME DE GRACE,,76620,LE HAVRE
CERP ROUEN  AGENCE LE HAVRE,8859,Client,ZAC DU MONT GAILLARD,RUE CAPUCHET,,76620,LE HAVRE
AUCHAN,181,Client,CC LE GRAND CAP,RUE DU BOIS AU COQ,,76620,LE HAVRE
ENGIE COFELY,14188,Client,ZAC du Pressoir,Rue Jean Dausset,,76620,LE HAVRE
LEGAL LE GOUT SAS,915,Client,11-13 RUE SAINT JUST,,,76620,LE HAVRE
HEUZE,15530,Client,12 RUE JEAN DAUSSET,,,76620,LE HAVRE
EA VAUBAN ENVIRONNEMENT,10767,Client,19 RUE JEAN DAUSSET,,,76620,LE HAVRE
ADVEMES,15888,Client,20 RUE DU CAPUCHET,,,76620,LE HAVRE
SCRD,11607,Client,201 RUE LOUIS BLERIOT,,,76620,LE HAVRE
POLE AUTO,14145,Client,262 RUE LOUIS BLERIOT,,,76620,LE HAVRE
LUCAS,8857,Client,51 RUE DENIS CORDONNIER,,,76620,LE HAVRE
CORBEN,12443,Client,59 RUE STINDAL,,,76620,LE HAVRE
SHM,11723,Client,70 RUE PIERRE FARCIS,,,76620,LE HAVRE
GAUDU,6958,Client,ACIER  QUINCAILLERIE,155 RUE DE L EUROPE,,76640,FAUVILLE EN CAUX
FAUDIS - SUPER U,5070,Client,RUE DE L EUROPE,,,76640,FAUVILLE EN CAUX
GIE DU MANEGE,7868,Client,64 CHEMIN DE LA  FERME DU MANEGE,,,76640,HATTENVILLE
TERROIR DE CAUX,14201,Client,859 ROUTE DU BOIS CARRE,,,76640,TERRES DE CAUX
AM ISOLATION,11776,Client,397 ROUTE DE FAUVILLE,,,76640,YEBLERON
MARTIN YVES TRANSPORTS,4878,Client,1513,rue Aristide Briand,,,76650,PETIT COURONNE
SURVEYFERT SA,12244,Client,QUAI DE PETIT COURONNE,BLD MARITIME,,76650,PETIT COURONNE
EUROTRANSPHARMA,15692,Client,RUE ARISTIDE BRIAND LOT 1A BOULEVARD CORDONNIER,ZA ANCIENNE RAFFINERIE,,76650,PETIT COURONNE
GRAIN D OR GEL ROUEN,7509,Client,RUE PIERRE ET MARIE CURIE,ZI DU POMMERET,,76650,PETIT COURONNE
MSC METALLERIE SERRURERIE COURONNAISE,8800,Client,540 RUE PIERRE ET MARIE CURIE,,,76650,PETIT COURONNE
CUILLER FRERES,291,Client,55, RUE P & M CURIE,,,76650,PETIT COURONNE
RIOU,7474,Client,751 RUE DU 11 NOVEMBRE,,,76650,PETIT COURONNE
CHRONOPOST,7663,Client,762 RUE ARISTIDE BRIAND,,,76650,PETIT COURONNE
SCORPION,12635,Client,840 RUE DU 11 NOVEMBRE,,,76650,PETIT COURONNE
BUTAGAZ,128,Client,BOULEVARD MARITIME,,,76650,PETIT COURONNE
IFC,2302,Client,RUE JULIOT CURIE,,,76650,PETIT COURONNE
VIVA,11991,Client,34 ROUTE DE NEUFCHATEL,,,76660,LONDINIERES
SCIERIE DU CABALET,9707,Client,2 HAMEAU LE CABALET,,,76660,PREUSEVILLE
EARL DES ROCS,10282,Client,42 rue de fresneau,,,76680,ROCQUEMONT
TUBAO,9067,Client,ZA DU PUCHEUIL,,,76680,ST SAENS
SOCOPAL SAS,14875,Client,ZA LE PUCHEUIL,,,76680,ST SAENS
MTA,9445,Client,ZONE INDUSTRIELLE PUCHEUIL,,,76680,ST SAENS
FARS,12673,Client,106 RUE EDMOND SPALIKOWSKI,,,76690,CLERES
ETABLISSEMENT PUBLIC DE GRUGNY,10374,Client,634 RUE ANDRE MARTIN,,,76690,GRUGNY
COCAGNE,6181,Client,PARC D ACTIVITES DU MOULIN  ECALLES,,,76690,LA RUE ST PIERRE
LENOIR HANDI CONCEPT,11673,Client,ZA LE MOULIN D ECALLES,,,76690,LA RUE ST PIERRE
VENTE INDUSTRIAL FACTOR,9047,Client,ZAC DU MOULIN D ECALLES,,,76690,LA RUE ST PIERRE
COOPERATIVE AGRICOLE DE,6711,Client,LE VERT GALANT,TEILLAGE DE LIN,,76690,ST ANDRE SUR CAILLY
RASSET,12873,Client,482 ROUTE DU MOULIN D ECALLES,HAMEAU COLMARE,,76690,YQUEBEUF
SEPROMA,15835,Client,LA COTE DES CHATAIGNIERS,LE CLOS DES PERDRIX,,76700,GAINNEVILLE
TRP NORMANDIE,13686,Client,COTE DES CHATAIGNERS,ZA LE CLOS DES PERDRIX,,76700,GAINNEVILLE
GHESQUIERS,12770,Client,LE CLOS DES PERDRIX,,,76700,GAINNEVILLE
BPMI,15157,Client,ZA CLOS DES PERDRIX,,,76700,GAINNEVILLE
CARTER CASH,13772,Client,CENTRE CCIAL OCEANE,AVENUE LENINE,RN15,76700,GONFREVILLE L ORCHER
PONTICELLI FRERES,3845,Client,ZS N� 2 - PARC DES MARAIS,CENTRE DU HAVRE,,76700,GONFREVILLE L ORCHER
GONFREVILDIS,1714,Client,PORTE OCEANE - R.N. 15,LECLERC,,76700,GONFREVILLE L ORCHER
FINODEV OCEANE,10412,Client,RN15,PARC DE L ESTUAIRE,,76700,GONFREVILLE L ORCHER
DUBOCAGE,6770,Client,RUE DE BEVILLIERS,PARC DE L ESTUAIRE,,76700,GONFREVILLE L ORCHER
POLYMERES LOGISTIQUE,9766,Client,ROUTE DE LA PLAINE,PARC DE LA PLAINE,,76700,GONFREVILLE L ORCHER
TSN GONFREVILLE,10272,Client,ROUTE DE LA PLAINE,PORT DU HAVRE N�4992,,76700,GONFREVILLE L ORCHER
CAP GEL,13784,Client,Parc Frigo,Route des Marais,,76700,GONFREVILLE L ORCHER
GCA SUPPLY LOGISTICS,15548,Client,ROUTE DU PONT VIII,SAFRAN NACELLES BATIMENT 6,,76700,GONFREVILLE L ORCHER
MANUCAR,10738,Client,PM 1706,SHGT CENTRE ROULIER,,76700,GONFREVILLE L ORCHER
MASSELIN OCEANE,10205,Client,1 AVENUE DU CANTIPOU,ZAC DE L ESTUAIRE,,76700,GONFREVILLE L ORCHER
GNC,10773,Client,4 ALLEE DE LA PLAINE,ZAC DE L ESTUAIRE,,76700,GONFREVILLE L ORCHER
LASSARAT,10699,Client,ROUTE DES ENTREPRISES,ZI PORT 4205,,76700,GONFREVILLE L ORCHER
A.LEPETIT,15866,Client,18 AV MARCEL LE MIGNOT,,,76700,GONFREVILLE L ORCHER
DLS,15842,Client,18 AVENUE MARCEL LE MIGNOT,,,76700,GONFREVILLE L ORCHER
CESR PRO,11030,Client,2 RUE DE LA PLAINE,,,76700,GONFREVILLE L ORCHER
REXEL,15236,Client,22 Avenue Marcel Le Mignot,,,76700,GONFREVILLE L ORCHER
ESAT DE L ESTUAIRE,5464,Client,33 TER R MAURICE THOREZ,,,76700,GONFREVILLE L ORCHER
TRANSPORTS DUBOC,1459,Client,AVENUE MARCEL LE MIGNOT,,,76700,GONFREVILLE L ORCHER
KAOTEN NATIE LOGISTIQUE,5297,Client,PARC DE LA PLAINE,,,76700,GONFREVILLE L ORCHER
CALORIFUGE INDUSTRIEL DE NDIE,10138,Client,PARC DES MARAIS,,,76700,GONFREVILLE L ORCHER
OSILUB,11612,Client,ROUTE DE LA PLAINE,,,76700,GONFREVILLE L ORCHER
NORMANPLAST,944,Client,ROUTE DU PONT VIII,,,76700,GONFREVILLE L ORCHER
SODI CHEZ CHEVRON,15361,Client,Rte du Pont VIII,,,76700,GONFREVILLE L ORCHER
LEADER PRICE,11799,Client,RTE OUDALLE,,,76700,GONFREVILLE L ORCHER
GUILLAUME CONTROLE TECHNIQUE,14418,Client,RUE DE LA FERME DAMBUC,,,76700,GONFREVILLE L ORCHER
RICHIERO MARIO,5551,Client,RUE DE LA FERME DAMBUC,,,76700,GONFREVILLE L ORCHER
HYDRAU HAVRE,3940,Client,Z.I. ROUTE D OUDALLE,,,76700,GONFREVILLE L ORCHER
SPIE INDUSTRIE,15881,Client,ZI CANAL MARITIME NORD,,,76700,GONFREVILLE L ORCHER
TOTAL USINE PETROCHIMIQUE DE NORMANDIE,13827,Client,ZI PORT DU HAVRE N�4777,,,76700,GONFREVILLE L ORCHER
LITT DIFFUSION AGENCE HARFLEUR,8707,Client,PARC DE L  ESTUAIRE,RUE DU CHAMP DOLENT,,76700,HARFLEUR
DALKIA FROID SOLUTION,1036,Client,AV DU CANTIPOU,SERI PARC ZAC DU CAMP DOLENT,,76700,HARFLEUR
ELEVACTION,7193,Client,AVENUE DU CANTIPOU,ZAC DU CAMP DOLENT,,76700,HARFLEUR
EIFFAGE ENERGIE HAUTE NDIE,9974,Client,AV DU CANTIPOU,ZAC DU CAMPDOLENT,,76700,HARFLEUR
ACTEMIUM,4090,Client,AV. DU CANTIPOU,ZAC DU CAMPDOLENT,,76700,HARFLEUR
TOTALENERGIES ONE TECH,12543,Client,Route industrielle. carrefour n�4,ZI du port du Havre,,76700,HARFLEUR
GALLI AGENCEMENT,13615,Client,2 CHEMIN DES VALLEES,,,76700,HARFLEUR
GAGNERAUD CONSTRUCTION,8923,Client,38 RUE PAUL DOUMER,,,76700,HARFLEUR
ESAT LA LEZARDE,12836,Client,CHEMIN DES VALLEES,,,76700,HARFLEUR
NETMAN CHEZ YARA,11216,Client,ROUTE DE LA BREQUE,,,76700,HARFLEUR
TOTALENERGIE RAFFINAGE CHIMIE,1094,Client,ROUTE INDUSTRIELLE,,,76700,HARFLEUR
VOLVO TRUCKS,13274,Client,4931 PARC LOGISTIQUE DU PONT DE NORMANDIE,,,76700,ROGERVILLE
NORMANDIE ENTREPOTS,16011,Client,Parc logistique du Pont de Normandie,,,76700,ROGERVILLE
NORMANDIE ENTREPOTS LOGISTIQUE,10996,Client,PARC LOGISTIQUE DU PONT DE NORMANDIE,,,76700,ROGERVILLE
REM,11969,Client,ZI DE ROGERVILLE,,,76700,ROGERVILLE
ONET SERVICES BARENTIN,13304,Client,ROUTE DE MONTVILLE,ZA DES POLLEN,,76710,ESLETTES
MARBRES ET TENDANCES,11524,Client,ZA DU POLEN,,,76710,ESLETTES
NORMANVER GLASS,10700,Client,ZAC DU POLLEN,,,76710,ESLETTES
BRENNTAG SA,3917,Client,12,SENTE JUMELLES,,,76710,MONTVILLE
COIFF IDIS,13643,Client,ZONE DE CARDONVILLE,,,76710,MONTVILLE
LA HAYETTE,15865,Client,3 HAM ROQUIGNY EST,,,76730,AVREMESNIL
PRESTASOL,12507,Client,3 RUE DE LA COUR DES CADETS,,,76740,LA GAILLARDE
PICARO,14289,Client,5, RUE D ORIMONT,,,76740,ST PIERRE LE VIEUX
AGEPORC,13312,Client,92 , Rue Henry de la Vaulx,,,76750,BIERVILLE
LIEUBRAY,15999,Client,1149 PARC D ACTIVITES DES CATELIERS,,,76750,BUCHY
LA  FERME,15731,Client,1391 Route d Ecalles,,,76750,BUCHY
BUROESPRESSO,14313,Client,1553 PARC DES CATELIERS,,,76750,BUCHY
GAMM VERT,12086,Client,ROUTE D ARGUEIL,,,76750,BUCHY
BONNET MATERIELS,15873,Client,341 RUE DE LA MAIRIE ERNEMONT-SUR-BUCHY,,,76750,ERNEMONT SUR BUCHY
ODIEVRE,13216,Client,ROUTE DE LA GARE,,,76750,VIEUX MANOIR
MONTIER,15352,Client,235 RUE DES CHATAIGNIERS,,,76760,ST MARTIN AUX ARBRES
3949 YERVILLE POINT P,11411,Client,1049 AV DU GENERALE DE GAULLE,,,76760,YERVILLE
SCIAGE ET CAROTTAGE DE NORMANDIE,6730,Client,156 RUE DU BOIS DE L ARC,,,76760,YERVILLE
LEPICARD AGRICULTURE,2909,Client,21, RUE FERNY,,,76760,YERVILLE
YERDIS SUPER U,2513,Client,81 RUE DE LA MYRE,,,76760,YERVILLE
LE HOULMEDIS  E. LECLERC,7682,Client,163 RUE DU GAL DE GAULLE,,,76770,LE HOULME
TOPEMA THERMOLAQUAGE,4797,Client,18 ZA DU PARC,,,76770,MALAUNAY
NUTRISET,2155,Client,HAMEAU DU BOIS RICARD,,,76770,MALAUNAY
AEN  ATELIER ELECTRIQUE NORMAND,7533,Client,RTE DU BOIS RICARD,,,76770,MALAUNAY
LEGRAND NORMANDIE,2544,Client,RUE PAUL NOUEL,,,76770,MALAUNAY
FERME BRASSERIE NORTHMAEN,11785,Client,154 Le Bourg,,,76780,LA CHAPELLE ST OUEN
LES MOULINS DE L ANDELLE,1451,Client,ROUTE DU MOULIN D IMBERVILLE,,,76780,MORVILLE SUR ANDELLE
HENOCQUE MATERIAUX,4237,Client,77, RUE DU POINT DU JOUR,,,76780,SIGY EN BRAY
MAINECOUN SARL,15778,Client,53 RUE NOTRE DAME,,,76790,ETRETAT
DU COQUET,12387,Client,14 RUE DU CHANT DES OISEAUX,,,76790,GERVILLE
HEPPNER,3267,Client,CENTRE MULTI MARCHANDISES,RUE MICHEL POULMARCH,,76800,ST ETIENNE DU ROUVRAY
CERP,8788,Client,1 RUE DE LA FERME,,,76800,ST ETIENNE DU ROUVRAY
PRB ROUEN,11471,Client,RUE DE LA CHENAIE,,,76800,ST ETIENNE DU ROUVRAY
DIRECT,11079,Client,ZAC DE LA VENTE OLIVIER,960 RUE DU NOYER DES BOUTIERES,,76800,ST ETIENNE DU ROUVRAY
SODIPAN TABLE,12331,Client,RUE DU PETIT CHAMP,BOULEVARD INDUSTRIEL,,76800,ST ETIENNE DU ROUVRAY
BATIMENT CFA NORMANDIE,1901,Client,125 AV EDMUND HALLEY,CAP DU MADRILLET,,76800,ST ETIENNE DU ROUVRAY
PGS,859,Client,ZI rue Michel Poulmarch,CENTRE MULTI MARCHANDISES,,76800,ST ETIENNE DU ROUVRAY
CHUBB,11601,Client,RUE MICHEL POULMARCH,ESPACE ST EXUPERY,,76800,ST ETIENNE DU ROUVRAY
VISAUDIO,9889,Client,310 RUE DU NOYER DES BOUTTIERES,LA VENTE OLIVIER,,76800,ST ETIENNE DU ROUVRAY
IPELEC,7670,Client,60 RUE NOYER DES BOUTTIERES,PARC D ACTIVITES VENTE OLIVIER,,76800,ST ETIENNE DU ROUVRAY
DTMI,6751,Client,315 rue du Noyer des Boutti�res,parc de la Vente des Oliviers,,76800,ST ETIENNE DU ROUVRAY
MARCHANI,8286,Client,110 CHEMIN DU TAILLIS,PARC DE LA VENTE OLIVIER,,76800,ST ETIENNE DU ROUVRAY
EES NORMANDIE,9852,Client,260 RUE DU PRE DE LA ROQUETTE,PARC DE LA VENTE OLIVIER,,76800,ST ETIENNE DU ROUVRAY
AMF,6688,Client,430 R DU NOYER DES BOUTTIERES,PARC DE LA VENTE OLIVIER,,76800,ST ETIENNE DU ROUVRAY
IMPRIMERIE IROPA,2353,Client,550 RUE DU PRE DE LA ROQUETTE,PARC DE LA VENTE OLIVIER,,76800,ST ETIENNE DU ROUVRAY
TOUFLET BOULANGER SA,14626,Client,705 Rue du noyer des boutti�res,Parc de la vente Olivier,,76800,ST ETIENNE DU ROUVRAY
AFTRAL,525,Client,145 CHEMIN DU TALLIS,PARC DE LA VENTE OLIVIER,,76800,ST ETIENNE DU ROUVRAY
AFI DECOR PEINTURE,10330,Client,677 Rue du Noyer des Boutti�res,Parc Vente Olivier,,76800,ST ETIENNE DU ROUVRAY
LA POSTE ROUEN MADRILLET,7794,Client,ZI DU MADRILLET,PIC - REGATE 761470,,76800,ST ETIENNE DU ROUVRAY
GEODIS D&E NORMANDIE,9336,Client,ZONE INDUSTRIELLE EST,RUE DE L ETANG DELPECH,,76800,ST ETIENNE DU ROUVRAY
SCHENKER FRANCE,1283,Client,ZONE INDUSTRIELLE,RUE DE LA GRANDE EPINE,,76800,ST ETIENNE DU ROUVRAY
BONNAIRE TRAITEUR,12628,Client,555 RUE DU NOYER DES BOUTTIERES,ZAC DE LA VENTE OLIVIER,,76800,ST ETIENNE DU ROUVRAY
COMWEST,12080,Client,625 RUE DU NOYER DES BOUTTIERES,ZAC DE LA VENTE OLIVIER,,76800,ST ETIENNE DU ROUVRAY
3F INVESTISSEMENTS,13494,Client,670 RUE DU NOYER DES BOUTTIERES,ZAC DE LA VENTE OLIVIER,,76800,ST ETIENNE DU ROUVRAY
MAISON DUPUIS,14100,Client,785 RUE DU NOYER DES BOUTTIERES,ZAC DE LA VENTE OLIVIER,,76800,ST ETIENNE DU ROUVRAY
OSE,12875,Client,835 RUE DEU NOYER DES BOUTTIERES,ZAC DE LA VENTE OLIVIER,,76800,ST ETIENNE DU ROUVRAY
GINGER CEBTP,10325,Client,RUE DU PRE DE LA ROQUETTE,ZAC DE LA VENTE OLIVIER,,76800,ST ETIENNE DU ROUVRAY
GAGNERAUD CONSTRUCTION,9866,Client,AGENCE BATIMENT,ZI DU MADRILLET,RUE DES CATELIERS,76800,ST ETIENNE DU ROUVRAY
BORFLEX,6440,Client,RUE DE LA BOULAIE,ZI DU MADRILLET,,76800,ST ETIENNE DU ROUVRAY
HYDRAUNORM,596,Client,RUE DE LA GDE EPINE,ZONE EST LE BUISSONNET,,76800,ST ETIENNE DU ROUVRAY
NORMANDY TUB,15896,Client,1 RUE DU CLOS TELLIER,,,76800,ST ETIENNE DU ROUVRAY
CERTAM,15310,Client,1 RUE JOSEPH FOURIER,,,76800,ST ETIENNE DU ROUVRAY
ILLICOMAT,15178,Client,10 RUE DU PRE AUX BOEUFS,,,76800,ST ETIENNE DU ROUVRAY
ORTEC ENVIRONNEMENT,2481,Client,125 BIS RUE DE PARIS,,,76800,ST ETIENNE DU ROUVRAY
NOUVELLE ATTITUDE,12806,Client,2 RUE DES CATELIERS,,,76800,ST ETIENNE DU ROUVRAY
GROUPE PPC,14858,Client,28 BD INDUSTRIEL,,,76800,ST ETIENNE DU ROUVRAY
TRANSPORT ROULLE,13818,Client,3 RUE DE LA CHENAIE,,,76800,ST ETIENNE DU ROUVRAY
VERRE SOLUTIONS,15450,Client,3 RUE DU PRE AUX BOEUFS,,,76800,ST ETIENNE DU ROUVRAY
MARCHE ROYAL EIRL,13888,Client,32 RUE PAUL VERLAINE,,,76800,ST ETIENNE DU ROUVRAY
CANAILLES PELUCHES,11913,Client,33 BIS BOULEVARD INDUSTRIEL,,,76800,ST ETIENNE DU ROUVRAY
ENEDIS AIS HTB,14155,Client,390 AVENUE DE GALILEE,,,76800,ST ETIENNE DU ROUVRAY
SUEZ RV NORMANDIE,4886,Client,40 RUE DESIRE GRANET,,,76800,ST ETIENNE DU ROUVRAY
FRAZZI,2202,Client,42, RUE DESIRE GRANET,,,76800,ST ETIENNE DU ROUVRAY
