Nom,Code,Type,Adresse 1,Adresse 2,Adresse 3,CP,Ville
PRANINTER INTERNATIONAL,12597,Client,AVENUE ANDRE HOUVENAGHEL,PARC D ACTIVITES DES HAUTES FALAISES,,76400,ST LEONARD
OLVEA GREEN TECHNOLOGY,12355,Client,PARC D ACTIVITE DES HAUTES FALAISES,RUE JEAN PAUMIER,,76400,ST LEONARD
OLVEA VEGETABLE OILS,1059,Client,PARC D ACTIVITES DES HAUTES FALAISES,RUE JEAN PAUMIER,,76400,ST LEONARD
SNPR,13529,Client,841 AVENUE ANDRE HOUVENAGUEL,,,76400,ST LEONARD
E-CAUX DE LA TERRE,13587,Client,960 Route d EPREVILLE,,,76400,ST LEONARD
LES 2 IFS ESPACES VERTS,8277,Client,4 RTE JUSTIN SIMON,,,76400,TOURVILLE LES IFS
AEROSEC INDUSTRIE,12165,Client,164 ROUTE DE VALMONT,,,76400,FECAMP
LABEYRIE FINE FOODS FRANCE,1867,Client,PARC D ACTIV.  HTES FALAISES-,RUE JEAN YORK -EPREVILLE,,76400,FECAMP
PONTOS,5418,Client,28, RUE DES RENELLES,,,76400,FECAMP
ACF MECANIQUE,5370,Client,36,RUE DU PRECIEUX-SANG,,,76400,FECAMP
HAPDEY FREMONT,4080,Client,94, RUE LEON DEGENETAIS,,,76400,FECAMP
SFP LEDUN,7118,Client,RUE REMI LE GRAND,PARC DES HAUTES FALAISES,,76400,FECAMP
CHI DU PAYS DES HAUTES FALAISE,14233,Client,100 AVENUE DU PRESIDENT FRANCOIS MITTERAND,,,76400,FECAMP
SUEZ RV OSIS FM,7617,Client,CHEMIN DEPARTEMENTAL N�7,USINE DE RENAULT CLEON,,76410,CLEON
ECO TECH,11307,Client,N�1 LOT N�3,ZAC DU MOULIN,,76410,CLEON
ENDEL,6342,Client,ACTIVITE MAINTENANCE IND.,ZI DU MOULIN III,,76410,CLEON
SMAC,4403,Client,136 RUE BOIS DES COUTURES,,,76410,CLEON
AMPERE CLEON,6902,Client,R�ception PHF Bat, H porte H1,,,76410,CLEON
DESJARDINS CLEON,14419,Client,RUE DU DOCTEUR VILLIERS,,,76410,CLEON
GAEL OLIVIER,15502,Client,1D RUE DES NEFLIERS,,,76410,ST AUBIN LES ELBEUF
HYPERTAC,10973,Client,31 RUE ISIDORE MAILLE,,,76410,ST AUBIN LES ELBEUF
ANM,13071,Client,4, RUE DE Verdun,,,76410,ST AUBIN LES ELBEUF
MONDIAL AUTO,12852,Client,6 CHEMIN DU PORT ANGO,,,76410,ST AUBIN LES ELBEUF
CBA / COFFRAGE BETON ARCHITEC,14392,Client,7, MAL DE LATTRE DE TASSIGNY,,,76410,ST AUBIN LES ELBEUF
PRESTOMETAL,13272,Client,MARECHAL DE LATTRE DE TASSIGNY,,,76410,ST AUBIN LES ELBEUF
HENRY RECYCLAGE NORMANDIE,9775,Client,RUE IRENE ET FREDERIC JOLIOT CURIE,,,76410,ST AUBIN LES ELBEUF
SURVEYFERT,2458,Client,ZI DU PORT ANGOT,,,76410,ST AUBIN LES ELBEUF
LEROY MERLIN FRANCE,2756,Client,CC  CARREFOUR,LE  CLOS AUX ANTES,,76410,TOURVILLE LA RIVIERE
INTERVET CHEZ BOLLORE,15176,Client,BOULEVARD GABRIEL PERI,ZI DU MOULIN 2,,76410,TOURVILLE LA RIVIERE
BOLLORE LOGISTICS,13043,Client,2 BOULEVARD GABRIEL PERI,ZI DU MOULIN II,,76410,TOURVILLE LA RIVIERE
ROUEN DIFFUSION,15462,Client,2103 RUE DE L ILE POTEL,,,76410,TOURVILLE LA RIVIERE
ALKERN TOURVILLE,4501,Client,29, Bld GABRIEL PERI,,,76410,TOURVILLE LA RIVIERE
CARREAU DECO,14253,Client,51 AVENUE GUSTAVE PICARD,,,76410,TOURVILLE LA RIVIERE
DECATHLON FRANCE,301,Client,ZAC DU CLOS AUX ANTES,,,76410,TOURVILLE LA RIVIERE
DELAUNAY,8022,Client,6 A RUE FAIDHERBE,,,76420,BIHOREL
OHANA SUPER U BIHOREL,16094,Client,6 Avenue du Mar�chal Juin,,,76420,BIHOREL
SUPER U,13852,Client,6 Avenue du Mar�chal Juin,,,76420,BIHOREL
SOLMUR UDIREV,13320,Client,AV. DES HAUTS GRIGNEUX,,,76420,BIHOREL
DELACOTTE LAPERT,9649,Client,455 CHEMIN DE LA VIGNOTIERE,,,76430,EPRETOT
BRANGEON TRANSPORTS LOGISTIQUES,15256,Client,1800 Route des Bleuets,Le Mirlibut,,76430,ETAINHUS
LOGISTIQUE ALAINE PROLOGES,11113,Client,1200 ROUTE DES BLEUETS,,,76430,ETAINHUS
4SLOG,10736,Client,1200 ROUTE DES BLEUETS,,,76430,ETAINHUS
AMALRIK,16007,Client,1127 RUE DE LA BRULERIE,,,76430,GOMMERVILLE
SCEA DU TULIPIER,13366,Client,84 LA MARE HERBERGE,,,76430,LES TROIS PIERRES
HESNAULT CHEZ SIFA,15935,Client,ZONE PORTUAIRE 4939,BAT C - PLPN,,76430,OUDALLE
SEAFRIGO LOGISTIQUE,8146,Client,PARC LOGISTIQUE DU PONT DE NORMANDIE,BATIMENT B,,76430,OUDALLE
SETCARGO LE HAVRE,15351,Client,PORT N 4939,PARC LOGISTIQUE DU PONT DE NORMANDIE,,76430,OUDALLE
LOGIBAM,15618,Client,Port 4939,Parc Logistique Pont Normandie,,76430,OUDALLE
LE HAVRE LOGISTICS,15365,Client,PORT 4939 BAT A,PLPN,,76430,OUDALLE
LUBRIZOL FRANCE,6490,Client,RTE CANAL DE TANCARVILLE,Z.I.PORTUAIRE DU HAVRE,,76430,OUDALLE
FOSELEV NORMANDIE,3998,Client,70 ROUTE DES ENTREPRISES,ZI D OUDALLE,,76430,OUDALLE
VATINEL HEPPNER,7307,Client,PARC LOGISTIQUE DU PONT DE NORMANDIE,ZI PORTUAIRE SUD,,76430,OUDALLE
VRACS DE L ESTUAIRE,12286,Client,1180 route des Roseaux,,,76430,OUDALLE
SMED,8100,Client,287 ROUTE DES ENTREPRISES,,,76430,OUDALLE
VIMBERT,10863,Client,ROUTE DE NOUROIT,,,76430,OUDALLE
GCA LOGISTICS CHEZ LUBRIZOL,15894,Client,ROUTE DU CANAL DE TANCARVILLE,,,76430,OUDALLE
BAUDIN CHATEAUNEUF,14527,Client,RTE DEPARTEMENTALE 982,,,76430,OUDALLE
DE RIJKE NORMANDIE,9615,Client,ZI DE ROGERVILLE OUDALLE,,,76430,OUDALLE
BAROGEX,12776,Client,230 IMPASSE D ETAINHUS,,,76430,SAINNEVILLE
MARTIN PERE ET FILS,5922,Client,607 COUR SOUVERAINE,,,76430,SAINNEVILLE
SMPI,1060,Client,HAMEAU CROIX LETERQUE,ZONE DE L AERODROME,,76430,SAINT ROMAIN DE COLBOSC
PRESTOFUITES,2879,Client,PARC D ACTIVITES DE L AERODROME,,,76430,SAINT ROMAIN DE COLBOSC
COFFEA,11446,Client,PARC DU HOCHE ZONE S,ZI LES ALIZES III,ST VIGOR D YMONV,76430,SAINT-VIGOR-D YMONVILLE
SUEZ,12458,Client,zi portuaire du Havre,CHEZ RENAULT SANDOUVILLE,,76430,SANDOUVILLE
SEDIBEX,2028,Client,ROUTE INDUSTRIELLE PORTUA,IRE UD HAVRE,,76430,SANDOUVILLE
PASSIV OUEST,10895,Client,5372 Voie des Colverts,Parc des Aliz�s,,76430,SANDOUVILLE
BBL CARGO,13975,Client,5437 ROUTE DES ALIZES,PARC DES ALIZES II,,76430,SANDOUVILLE
NL LOGISTIQUE,14673,Client,5052 VOIE DES TADORMES,PLPN2,,76430,SANDOUVILLE
MEDIACO LOGISTIQUE,6860,Client,VOIE DES TADORNES,PORT 5052,,76430,SANDOUVILLE
SIBANYE-STILLWATER SANDOUVILLE,743,Client,ROUTE INDUSTRIELLE,PORT 5059,,76430,SANDOUVILLE
ETABLISSEMENT CAT SANDOUVILLE,11486,Client,ROUTE DU CANAL DE TANCARVILLE,PORT 544,,76430,SANDOUVILLE
MEDIACO LOGISTIQUE,6859,Client,Parc des Aliz�s,Port 5574,,76430,SANDOUVILLE
XPO LOGISTICS OUEST FRANCE,1809,Client,VOIE DES BARGES ROUSSES,PORT 5582,,76430,SANDOUVILLE
RENAULT TECH SANDOUVILLE,13471,Client,BATIMENT R,USINE RENAULT FRS,ROUTE INDUSTRIELLE,76430,SANDOUVILLE
INDU TOOLS,15664,Client,PARC DES ALIZES,VOIE DES SARCELLES PORT 5360,,76430,SANDOUVILLE
CATS,11864,Client,5583 Z.I EST DU HAVRE,VOIES DES BARGES ROUSSES,PARC DES ALIZES,76430,SANDOUVILLE
PGS NORMANDIE,10841,Client,PARC DES ALIZES,VOIES DES BARGES ROUSSES,,76430,SANDOUVILLE
SIEMAR FAURECIA,4635,Client,PARC INDUSTR.FOURNISSEURS,Z.I. PORTUAIRE DU HAVRE,,76430,SANDOUVILLE
LAYHER,11584,Client,5353 IMPASSE DES FOULQUES,ZI DES ALIZEES,,76430,SANDOUVILLE
SYNTHOMER SPECIALITY CHEMICALS,15073,Client,Route du Noroit,ZI du Havre,,76430,SANDOUVILLE
RENAULT SANDOUVILLE,15617,Client,Route Industrielle,ZI Portuaire,,76430,SANDOUVILLE
LHTE,11835,Client,VOIE DES TADORNES,ZI PORTUAIRE,,76430,SANDOUVILLE
ALLIANCE NORMANDE,14901,Client,5370 VOIE DES COLVERTS,,,76430,SANDOUVILLE
STAT,6952,Client,PARC DES ALIZES,,,76430,SANDOUVILLE
SOSEA,1082,Client,ROUTE DES ALIZES,,,76430,SANDOUVILLE
MEDEXENO,14093,Client,ROUTE DES ALIZES,,,76430,SANDOUVILLE
HESNAULT,823,Client,ROUTE DES ALIZES,,,76430,SANDOUVILLE
CLEMESSY SERVICES,9452,Client,RTE DES ALIZES,,,76430,SANDOUVILLE
GCA SUPPLY PACKING,9114,Client,VOIE DES COLVERTS,,,76430,SANDOUVILLE
C.R.I,311,Client,Z.I EST - ROUTE DES ALIZ�S,,,76430,SANDOUVILLE
SEDIBEX,1021,Client,ZONE INDUSTRIELLE DU HAVRE,,,76430,SANDOUVILLE
JCHTP,15657,Client,23 route de SAINT AUBIN ROUTOT,,,76430,ST AUBIN ROUTOT
MSP,12306,Client,41 ROUTE DEPARTEMENTALE 6015,,,76430,ST AUBIN ROUTOT
BROWANG ENTREPRISE,7054,Client,121 VOIE DE ST EXUPERY,PARC D ACTIVITE AERODROME,,76430,ST ROMAIN DE COLBOSC
MLM,2777,Client,PARC DE L AERODROME,VOIE ST EXUPERY,,76430,ST ROMAIN DE COLBOSC
SFO SOCIETE FONCIERE OCEANE,15127,Client,140 Voie Jean Mermoz,,,76430,ST ROMAIN DE COLBOSC
CARROSSERIE AUBIN,2005,Client,22, RN 15,,,76430,ST ROMAIN DE COLBOSC
EUDIER DROUET,2981,Client,LA PORTE ROUGE,,,76430,ST ROMAIN DE COLBOSC
PETROSEAL,7915,Client,P.O. BOX 104,,,76430,ST ROMAIN DE COLBOSC
PRESTO CONTROLE,8911,Client,PARC D  ACTIVITE DE L  AERODROME,,,76430,ST ROMAIN DE COLBOSC
BMI AXELENT,7441,Client,PARC ECO NORMANDIE,,,76430,ST ROMAIN DE COLBOSC
FBC,11032,Client,PARC ECO NORMANDIE,,,76430,ST ROMAIN DE COLBOSC
PALFINGER SERVICE NDIE,962,Client,ZONE D ACTIVITES DE L AERODROME,,,76430,ST ROMAIN DE COLBOSC
SOFEDIT,3979,Client,P.A. DE L AERODROME,170 VOIE ST EXUPERY,,76430,ST ROMAIN DE COLBOSC CDX
SIEMENS GAMESA RENEWABLE,14699,Client,5538 AVENUE DES HERONS,BAT EXTERNAL WAREHOUSE,,76430,ST VIGOR D YMONVILLE
ENDEL,406,Client,Z.I. EST - RTE DES ALIZES,DEPARTEMENT MONTALEV,,76430,ST VIGOR D YMONVILLE
XP LOG,283,Client,ROUTE INDUSTRIELLE,PARC  DU HODE 2,,76430,ST VIGOR D YMONVILLE
ATMN,172,Client,VOIE DES SARCELLES,PARC DES ALIZES 2,,76430,ST VIGOR D YMONVILLE
ORTEC ENVIRONNEMENT LE HAVRE,10515,Client,VOIE DES SARCELLES,PARC DES ALIZES 2,,76430,ST VIGOR D YMONVILLE
SIS,15240,Client,VOIE DES BARGES ROUSSES,PARC DU HODE,PORT 5561,76430,ST VIGOR D YMONVILLE
NL LOGISTIQUE,14681,Client,2 BATIMENT DC7 CELLULES 1 ET 2,PARC DU HODE,,76430,ST VIGOR D YMONVILLE
AXISLOG,16010,Client,5553 VOIE DES HERONS,PARC DU HODE,,76430,ST VIGOR D YMONVILLE
AXE INTERNATIONAL SERVICES FRA,5081,Client,5553 VOIE DES HERONS,PARC DU HODE,,76430,ST VIGOR D YMONVILLE
GCA,11565,Client,ROUTE INDUSTRIELLE,PARC DU HODE,,76430,ST VIGOR D YMONVILLE
GEODIS D&E NORMANDIE,7626,Client,VOIE DES HERONS,PARC DU HODE,,76430,ST VIGOR D YMONVILLE
GEFCO FRANCE (SAS),12097,Client,ZONE INDUSTRIELLE,PARC DU HODE - PORT 5515,,76430,ST VIGOR D YMONVILLE
LE HAVRE GROUPAGE,10810,Client,ROUTE INDUSTRIELLE,PARC DU HODE 2,,76430,ST VIGOR D YMONVILLE
NESMOND LOGISTIQUE EXPORT,14855,Client,VOIE DES HERONS,PARC DU HODE 2,,76430,ST VIGOR D YMONVILLE
DB SCHENKER,11729,Client,ZONE 5515,PARC DU HODE ROUTE INDUSTRIELLE,,76430,ST VIGOR D YMONVILLE
CMA SHIPS - LOGISTICSPLATFORM,9447,Client,VOIE DES BECASSINES,PORT 5423,,76430,ST VIGOR D YMONVILLE
CEDILEC,15930,Client,PARC DU HODE BAT 5,SITE P1,,76430,ST VIGOR D YMONVILLE
CEDILEC,15932,Client,PAR DU HODE,SITE P2,,76430,ST VIGOR D YMONVILLE
CEDILEC CHEZ PROLOGIS,15136,Client,PARC DU HODE,SITE P2 - BAT 6,,76430,ST VIGOR D YMONVILLE
CEDILEC,15931,Client,PARC DU HODE,SITE P3,,76430,ST VIGOR D YMONVILLE
LASSARAT,12366,Client,ZI DES ALIZEES 2 PORT 5424,VOIE DES BECASSINES,,76430,ST VIGOR D YMONVILLE
ORIENTIS GOURMET,893,Client,PARC DU HODE,Z.I. DES ALIZES,,76430,ST VIGOR D YMONVILLE
TRANSPORTS INGER,15513,Client,Voie des H�rons,ZI du Parc du Hode,,76430,ST VIGOR D YMONVILLE
COFFEA SAS,3953,Client,PARC DU HODE,ZI LES ALIZES III,ZONE 5,76430,ST VIGOR D YMONVILLE
MOST SAS,5852,Client,5390 VOIE DES COLIBRIS,,,76430,ST VIGOR D YMONVILLE
SOTUMEC,13487,Client,5565 VOIE DES BARGES ROUSSES,,,76430,ST VIGOR D YMONVILLE
IPODEC NORMANDIE,5368,Client,PARC LES ALIZES,,,76430,ST VIGOR D YMONVILLE
SFT GONDRAND FRERES,15984,Client,Voie des Sarcelles,Port 5383,,,76430,ST VIGOR D YMONVILLE
TCX MULTIMODAL LOGISTICS,5568,Client,VOIE DES VANNEAUX N�5521,,,76430,ST VIGOR D YMONVILLE
KAEFER WANNER,11611,Client,ZA DES MARQUISES,CHEMIN DE LA MARE DU PARC,,76430,TANCARVILLE
PRESTA COURROIE INDUSTRIE,11679,Client,RUE DES POTIERS,,,76440,FORGES LES EAUX
AGM,13,Client,Z.I. RUE DES POTTIERS,,,76440,FORGES LES EAUX
LECLER NOEL BROSSERIE,679,Client,ZI - RUE DE POTIERS,,,76440,FORGES LES EAUX
LA BRECHE ASSOCIATION RURALE  PAYS DE BRAY,3066,Client,358 Route de Paris,,,76440,SAUMONT LA POTERIE
NEXIRA,3732,Client,ROUTE DE NEUFCHATEL,,,76440,SERQUEUX
CAMILLE II - SUPER U,1343,Client,RTE DE NEUFCHATEL,,,76440,SERQUEUX
FINELTAA,2659,Client,ZI DE LA VALLEE,AVENUE MAXIMILIANSAU,,76450,CANY BARVILLE
ABCD CANY BARVILLE,15738,Client,24 Rue Louis Bouilhet,LEADER PRICE,,76450,CANY BARVILLE
LEADER PRICE,14033,Client,24 RUE LOUIS BOUILHET,,,76450,CANY BARVILLE
POMSOL,13830,Client,9 LA MARE D HOCQUEVILLE,,,76450,CANY BARVILLE
POLYTECHS,958,Client,Z.I. DE LA GARE,,,76450,CANY BARVILLE
SOTUMEC,7887,Client,925 ROUTE DE LA SAANE,HAMEAU DE TORCY,,76450,OURVILLE EN CAUX
EUDIER LE VAL,10935,Client,48 GRANDE RUE,,,76450,ST MARTIN AUX BUNEAUX
TERRE DE LIN,14288,Client,2 RUE DU DESSOUS DES BOIS,,,76450,VITTEFLEUR
MINOTERIE TROTTIN,12135,Client,5 RUE DES FONTAINES,,,76450,VITTEFLEUR
PATISSERIE PASQUIER ST VALERY,9127,Client,ZA DE CLERMONT,,,76460,ST VALERY EN CAUX
SILGAN DISPENSING SYSTEMS,1239,Client,15 Bis ROUTE NATIONALE,,,76470,LE TREPORT
DUMONA FRANCE,9606,Client,105 LA GRANDE VOIE,,,76480,ANNEVILLE AMBOURVILLE
NORVAL,3810,Client,Z.I. LE BOIS DE LA MARE,,,76480,BERVILLE SUR SEINE
CAVE DES MONTS,5174,Client,MAISON DUBUS,159, CHEMIN DES MONTS,,76480,DUCLAIR
DPM,14122,Client,882 RUE DU VERDUN,,,76480,DUCLAIR
MDD,15637,Client,CHEMIN DE MAUPAS,,,76480,DUCLAIR
SOCIETE HAVRAISE DE TRANSIT,10345,Client,1200 rte des bleuets,le milibut,,76480,ETAINHUS
RPCI FRANCE,15110,Client,ROUTE DE BARENTIN,LE PAULU,,76480,ST PAER
SACCOF PACKAGING,14144,Client,ROUTE DE BARENTIN,,,76480,ST PAER
MATMUT,15621,Client,425 Rue du Ch�teau,,,76480,ST PIERRE DE VARENGEVILLE
SNOP,1747,Client,461 Route de BARENTIN,,,76480,ST PIERRE DE VARENGEVILLE
NORMANDY AERO SPARES,14391,Client,QUAI DE L INDUSTRIE,,,76480,YAINVILLE
ONDULINE FRANCE,852,Client,ZONE INDUSTRIELLE,,,76480,YAINVILLE
TRANSPORTS GUYOT,13245,Client,ZONE INDUSTRIELLE,,,76480,YAINVILLE
REVIMA,11865,Client,CAUDEBEC EN CAUX,,,76490,CAUDEBEC EN CAUX
COROU - CHAMPION -,5581,Client,RUE STE GERTRUDE,,,76490,CAUDEBEC EN CAUX
COLLET,14011,Client,SAINT WANDRILLE RANCON,RD982,,76490,RIVES EN SEINE
KS SERVICES,14601,Client,1 AVENUR DU LATHAM 47,RIVES EN SEINE,,76490,RIVES EN SEINE
ALPHATEX,15015,Client,LE GITE,,,76490,SAINT WANDRILLE RANCON
REGIE AUTONOME ELECTRICIT,2739,Client,1, RUE DU 1ER MAI,,,76500,ELBEUF
SUBE PNEURAMA,1339,Client,23, RUE DE ROANNE,,,76500,ELBEUF
PANNIER,2381,Client,4 ET 6, RUE DEVE,,,76500,ELBEUF
ELBEUF PROXIMITE,13844,Client,41 RUE DE LA REPUBLIQUE,,,76500,ELBEUF
APA,2526,Client,6, RUE D ALSACE,,,76500,ELBEUF
CIRQUE THEATRE D ELBEUF,9844,Client,2 RUE AUGUSTIN HENRY,,,76500,ELBEUF
ANDRITZ ASSELIN-THIBEAU,47,Client,41, RUE CAMILLE RANDOING,,,76500,ELBEUF
SAINT OUEN,13401,Client,520 ROUTE D ELBEUF,,,76500,LA LONDE
CANTREL ASSISTANCE,10587,Client,LA MAISON BRULEE,,,76500,LA LONDE
ODF,5318,Client,ZA ACTIVA 2000,228 RUE DE L EUROPE,,76510,ST NICOLAS D ALIERMONT
ETABLISSEMENTS JACQUELINE,15775,Client,46 RUE DU BOIS D ENNEBOURG,,,76520,BOOS
LMI,12323,Client,60 rue CHARLES LINDEBERGH,,,76520,BOOS
SURPRISEZ-VOUS,10498,Client,72 RUE DU BOIS D ENNEBOURG,,,76520,BOOS
BELLET EQUIPEMENT,10762,Client,ZAC DES CHAMPS FLEURIS,RUE GUSTAVE EIFFEL,,76520,FRANQUEVILLE ST PIERRE
AVA ALUMINIUM VERRE ACIER,14668,Client,258 RUE GUSTAVE EIFFEL,ZA DES CHAMPS FLEURIS,,76520,FRANQUEVILLE ST PIERRE
AUTAJON LABELS ROUEN,6841,Client,100 RUE DU GAL DE GAULLE,ZAC LES CHAMPS FLEURIS,,76520,FRANQUEVILLE ST PIERRE
TURBOFONTE AJNC,13242,Client,1095 , ROUTE DE PARIS,,,76520,FRANQUEVILLE ST PIERRE
SOFIBEL,5567,Client,111, ALLEE DES VIKINGS,,,76520,FRANQUEVILLE ST PIERRE
POULLAIN,587,Client,304 RUE JEAN ANGO,,,76520,FRANQUEVILLE ST PIERRE
NEHA SARL DVU,12230,Client,673, ROUTE DE PARIS,,,76520,FRANQUEVILLE ST PIERRE
ONETS SERVICES CHEZ CARRIER,11564,Client,810 ROUTE DE PARIS,,,76520,FRANQUEVILLE ST PIERRE
CARRIER TRANSICOLD EUROPE,3985,Client,810, ROUTE DE PARIS,,,76520,FRANQUEVILLE ST PIERRE
CARRIER TRANSICOLD INDUS- TRIES  COMPTA FOURNISSEURS,473,Client,810, ROUTE DE PARIS,,,76520,FRANQUEVILLE ST PIERRE
AUX SERRES NEUVILLAISES,14676,Client,2301 RUE DES ANDELYS,,,76520,LA NEUVILLE CHANT D OISEL
BERT INDUSTRIE,15418,Client,PARKING CHEZ JMD TRANSPORT,RUE DES CANADIENS,,76520,LES AUTHIEUX SUR LE PORT
DUHAMEL LOGISTIQUE,13317,Client,857 Rue de la Lande,Site n� 6,,76520,MESNIL RAOUL
DUBOSC,12992,Client,324 RUE MESNIL GOSSELIN,,,76520,MESNIL RAOUL
LES RESTAURANTS DU COEUR,15048,Client,857 RUE DE LA LANDE,,,76520,MESNIL RAOUL
MAIRIE D YMARE,11981,Client,474 GRAND RUE,,,76520,YMARE
THALES LAS SAS France,1146,Client,ZI DU MONT JARRET,,,76520,YMARE
BOLLORE LOGISTICS,12247,Client,BD DE L ILE AUX OISEAUX,BAT 2 SERVICE ROUTE,,76530,GRAND COURONNE
BOLLORE LOGISTICS,8629,Client,portes 38 � 41,BATIMENT 1,BLD DE L ILE AUX OISEAUX,76530,GRAND COURONNE
BOLLORE LOGISTICS,8995,Client,BLD DE L ILE AUX OISEAUX,BATIMENT 2,,76530,GRAND COURONNE
BOLLORE LOGISTICS,1035,Client,BLD DE L ILE AUX OISEAUX,DEPARTEMENT RCS,,76530,GRAND COURONNE
DELICE ET CREATION NORMANDIE,1238,Client,LES ESSARTS,RUE DE LA SCIERIE,,76530,GRAND COURONNE
AMS AGENCE MARITIMEDE SEINE TCMD,14228,Client,BLD ILE AUX OISEAUX,RUE HENRI DE ROCHEBOUET,,76530,GRAND COURONNE
CENTRIMEX FRANCE,8111,Client,BLD DE L ILE AUX OISEAUX,RVS 2,,76530,GRAND COURONNE
CENTRE IMEX,14129,Client,BLD DE L ILE AUX OISEAUX,RVS 2,,76530,GRAND COURONNE
TIBCO TELECOMS,15490,Client,1 RUE DE LA SCIERIE,,,76530,GRAND COURONNE
CHRISTAUD-BILLMAT ROUEN,13966,Client,182 AVENUE J, LAGARRIGUE,,,76530,GRAND COURONNE
EIFFAGE BOUTE,13691,Client,2 RUE LEON BLUM,,,76530,GRAND COURONNE
SIEPA,14847,Client,5 AV DU GENERAL LECLERC,,,76530,GRAND COURONNE
FAC SERVICES INDUSTRIE,14675,Client,6 RUE DU CLOS SAINT YON,,,76530,GRAND COURONNE
ISP GRAND COURONNE,10873,Client,AVENUE DE CAEN,,,76530,GRAND COURONNE
ABYSSE CORP,10105,Client,AVENUE DE CAEN,,,76530,GRAND COURONNE
SAIPOL,12027,Client,BD MARITIME,,,76530,GRAND COURONNE
TTOM,1289,Client,BLD DE L ILE DES OISEAUX,,,76530,GRAND COURONNE
SENALIA UNION,2945,Client,BLD MARITIME,,,76530,GRAND COURONNE
SOMATRANS,4082,Client,BOULEVARD AUX OISEAUX,,,76530,GRAND COURONNE
SIFA TRANSIT,9397,Client,BOULEVARD DE L ILE AUX OISEAUX,,,76530,GRAND COURONNE
SOMAP,1249,Client,BOULEVARD DE L ILE AUX OISEAUX,,,76530,GRAND COURONNE
SORETEC POMPES,5469,Client,BOULEVARD DU ROUVRAY,,,76530,GRAND COURONNE
SEA INVEST,1244,Client,BOULEVARD MARITIME,,,76530,GRAND COURONNE
SENALIA SICA,2976,Client,BOULEVARD MARITIME,,,76530,GRAND COURONNE
EQIOM,9312,Client,BOULEVARD MARITIME,,,76530,GRAND COURONNE
LYCEE PROFESSIONNEL LEGER,7086,Client,CHEMIN DES COQUEREAUX,,,76530,GRAND COURONNE
SNAT FOURNAIRE,1925,Client,ZI DU BON MARAIS,,,76530,GRAND COURONNE
LASSARAT,15441,Client,ZT CLOS SAINT-YON - LES ESSARTS,,,76530,GRAND COURONNE
SMPR METROLOGIE INDUSTRIELLE,6060,Client,166 AV JEAN LAGARRIGUE,,,76530,GRAND COURONNE
SADJI HILAL,14177,Client,1900 RUE LOUIS MOGUEN,,,76530,MOULINEAUX
BENARD DUCY,10943,Client,243 BIS HAMEAU DE MIQUETOT,,,76540,ANGERVILLE LA MARTEL
GAEC DE LA TOUR LANTERNE,10639,Client,337 route de la tour lanterne,,,76540,ANGERVILLE LA MARTEL
GAMM VERT,12084,Client,517 HAMEAU DAUBEUF,,,76540,ANGERVILLE LA MARTEL
LA HETRAIE,11121,Client,16 ROUTE DU CHATEAU,,,76540,SORQUAINVILLE
CORNIC,4088,Client,3 ROUTE DE SASSETOT,,,76540,THEROULDEVILLE
SAS MORINFROID,11428,Client,1 RUE DU 8 MAI,,,76540,THEUVILLE-AUX-MAILLOTS
SOUDRY,6021,Client,PLEINE DU BUC,,,76540,THIETREVILLE
NORMAPOM NEGOCE,7910,Client,ROUTE DE VALMONT,,,76540,THIETREVILLE
NORMAPOM NEGOCE,7911,Client,9000 ROUTE DE VALMONT,,,76540,YPREVILLE BIVILLE
DIEPPE MAGASIN NOZ,5424,Client,RUE DE LA PROVIDENCE,ZAC DE LA MAISON BLANCHE,,76550,ST AUBIN SUR SCIE
XPO LAST MILE FRANCE,10078,Client,18 RUE DE LA SOUBRE,,,76560,BRETTEVILLE ST LAURENT
TECTONA,13110,Client,ZI de Colmont,,,76560,DOUDEVILLE
LEADER PRICE,11806,Client,1578 HARCANVILLE-DOUDEVILLE,LES POTERIES,,76560,HARCANVILLE
ACIERINOX MATERIELS,11347,Client,425 ROUTE DE YERVILLE,,,76570,LIMESY
ASPEN PUMPS FRANCE,9843,Client,BLD ROGER FOSSE,VILLAGE ENTREPRISE,,76570,PAVILLY
TECHNIMETAL,7743,Client,RUE DE FREEKENHORST,ZA ROUGE GRANGE,,76570,PAVILLY
YTE,11898,Client,11 RUE DE LA ROUGE GRANGE,,,76570,PAVILLY
PLOMBERIE INDUSTRIELLE DE NDIE,13918,Client,21A ROUTE DE SAINTE AUSTREBERTHE,,,76570,PAVILLY
NFI NORMANDIE FERMETURES INDUSTRIELLES,5745,Client,5 ALLEE DE LA COTONNIERE,,,76570,PAVILLY
ECCO RAVALEMENT,15556,Client,74 boulevard Roger foss�,,,76570,PAVILLY
EMTC,7363,Client,8 RUE NARCISSE GUILBERT,,,76570,PAVILLY
VERT CLERES,14804,Client,8 RUE NARCISSE GUILBERT,,,76570,PAVILLY
MCP,12140,Client,ALLEE DE LA COTONNIERE,,,76570,PAVILLY
IPODEC NORMANDIE,14769,Client,1051 BOULEVARD INDUSTRIEL,CHEZ SANOFI LE TRAIT,,76580,LE TRAIT
ABARNOU,5721,Client,RUE DE LA MARE AU RAINETTES,ZI LE MALAQUIS,,76580,LE TRAIT
2 GUEUDRY CONSTRUCTIONS,12106,Client,332 BLD INDUSTRIEL,,,76580,LE TRAIT
